arm,model,precision,template,degradation,severity,item,gold,answer,verbalized,internal,correct,match_method,n_answer_tokens,raw
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,39,beignets,beignets,0.9,0.984709640343984,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,40,beignets,beignets,0.9,0.9815517663955688,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,41,beignets,beignets,0.9,0.9669843912124634,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,42,beignets,beignets,0.9,0.9818692207336426,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,43,beignets,beignets,0.9,0.9849204222361246,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,44,beignets,beignets,0.9,0.9714082678159078,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,45,beignets,beignets,,0.8005379140377045,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,46,beignets,,,0.8379058167338371,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,47,beignets,beignets,0.9,0.9278995792071024,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,48,beignets,beignets,0.9,0.9817358454068502,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,49,beignets,beignets,0.9,0.9834335048993428,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,50,beignets,beignets,,0.9909838438034058,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,51,beignets,beignets,0.9,0.989146888256073,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,52,beignets,beignets,,0.9709502855936686,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,53,beignets,beignets,0.9,0.9811456004778544,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,54,beignets,beignets,0.9,0.9841673970222472,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,55,beignets,beignets,0.9,0.9733532865842184,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,56,beignets,pizza,0.9,0.9486941695213318,0,contains,1,Answer: pizza | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,57,beignets,,,0.83446104824543,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,58,beignets,beignets,0.9,0.9834899107615152,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,59,beignets,beignets,0.9,0.980619172255198,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,60,beignets,beignets,0.9,0.9850792288780212,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,61,beignets,beignets,0.9,0.992401639620463,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,62,beignets,beignets,,0.9628267884254456,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,63,beignets,beignets,0.9,0.9703372716903688,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,64,beignets,beignets,0.9,0.9867800871531168,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,65,beignets,beignets,0.9,0.9810329079627992,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,66,beignets,,,0.863599494099617,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,67,beignets,beignets,0.9,0.9918251236279806,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,68,beignets,beignets,0.9,0.9572706421216328,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,69,beignets,beignets,,0.9753203392028807,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,70,beignets,beignets,0.9,0.971095085144043,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,71,beignets,beignets,0.9,0.9867647091547648,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,72,beignets,beignets,0.9,0.9646803935368856,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,73,beignets,beignets,0.9,0.9793599645296732,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,74,beignets,beignets,0.9,0.9841010769208272,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,75,beignets,beignets,0.9,0.9919960498809814,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,76,beignets,beignets,0.9,0.9764034946759542,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,77,beignets,beignets,0.9,0.9853050112724304,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,78,beignets,beignets,0.9,0.9846982359886168,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,79,beignets,beignets,,0.9805419047673544,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,80,beignets,,,0.9085418432950974,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,81,beignets,beignets,0.9,0.924079438050588,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,82,beignets,beignets,0.9,0.961283544699351,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,83,beignets,beignets,0.9,0.9866896073023478,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,84,beignets,beignets,0.9,0.9822801550229392,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,85,beignets,beignets,0.9,0.9405146241188048,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,86,beignets,,,0.8592570275068283,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,87,beignets,beignets,0.9,0.9722822109858196,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,88,beignets,bread pudding,0.9,0.9473578035831453,0,contains,2,Answer: bread pudding | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,89,beignets,bread pudding,0.9,0.8927299082279205,0,contains,2,Answer: bread pudding | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,90,beignets,beignets,0.9,0.9831836422284445,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,91,beignets,beignets,0.9,0.9836339155832926,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,92,beignets,beignets,,0.9853331049283346,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,93,beignets,beignets,0.9,0.97167706489563,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,94,beignets,beignets,0.9,0.9739157557487488,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,95,beignets,,,0.8603659197688103,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,96,beignets,beignets,0.9,0.9775823752085367,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,97,beignets,cake,0.9,0.1757827699184417,0,nomatch,1,Answer: cake | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,98,beignets,beignets,0.9,0.9638243317604064,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,1,99,beignets,beignets,0.9,0.982848087946574,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,0,beignets,beignets,0.9,0.9823325077692668,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,1,beignets,beignets,0.9,0.9108038942019144,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,2,beignets,beignets,0.9,0.9717591603597006,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,3,beignets,beignets,0.9,0.9674186309178672,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,4,beignets,beignets,0.9,0.987952490647634,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,5,beignets,beignets,,0.979629377524058,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,6,beignets,beignets,,0.961565891901652,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,7,beignets,beignets,0.9,0.9797849853833516,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,8,beignets,fried calamari,0.85,0.9917216300964355,0,contains,3,Answer: fried calamari | Confidence: 85
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,9,beignets,beignets,0.9,0.9803836146990458,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,10,beignets,beignets,0.9,0.979969600836436,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,11,beignets,,,0.8428961783647537,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,12,beignets,beignets,0.9,0.8898812929789225,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,13,beignets,beignets,0.9,0.9777222077051798,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,14,beignets,beignets,0.9,0.9803361495335896,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,15,beignets,beignets,0.9,0.981827716032664,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,16,beignets,beignets,0.9,0.9853389461835226,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,17,beignets,beignets,,0.9868927200635276,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,18,beignets,beignets,0.9,0.9743227163950602,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,19,beignets,beignets,0.9,0.968126138051351,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,20,beignets,beignets,0.9,0.9859572847684224,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,21,beignets,beignets,0.9,0.9385059078534445,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,22,beignets,beignets,0.9,0.9828243255615234,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,23,beignets,beignets,0.9,0.983077029387156,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,24,beignets,beignets,0.9,0.9808624386787416,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,25,beignets,beignets,0.9,0.9780304431915284,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,26,beignets,beignets,0.9,0.9653708934783936,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,27,beignets,beignets,0.9,0.985162099202474,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,28,beignets,beignets,0.9,0.959200084209442,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,29,beignets,beignets,,0.9791314999262491,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,30,beignets,,,0.8358280509710312,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,31,beignets,beignets,0.9,0.8958240946133932,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,32,beignets,beignets,0.9,0.9701482057571412,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,33,beignets,beignets,0.9,0.989668349424998,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,34,beignets,beignets,0.9,0.9826484322547911,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,35,beignets,,,0.857296958565712,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,36,beignets,beignets,0.9,0.9840245048205056,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,37,beignets,beignets,0.9,0.9851646622021992,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,38,beignets,beignets,0.9,0.9719643394152324,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,39,beignets,beignets,0.9,0.979941189289093,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,40,beignets,beignets,0.9,0.961946447690328,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,41,beignets,beignets,0.9,0.9651079575220743,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,42,beignets,beignets,0.9,0.9794507026672364,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,43,beignets,beignets,0.9,0.9752463301022848,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,44,beignets,beignets,0.9,0.9766577084859211,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,45,beignets,french toast,,0.7436535507440567,0,contains,2,Answer: french toast
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,46,beignets,beignets,0.9,0.9781031807263691,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,47,beignets,beignets,0.9,0.912916918595632,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,48,beignets,beignets,0.9,0.9823384284973145,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,49,beignets,beignets,0.9,0.9787063002586364,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,50,beignets,lobster roll sandwich,0.9,0.7874136666456858,0,contains,3,Answer: lobster roll sandwich | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,51,beignets,beignets,0.9,0.9847931663195292,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,52,beignets,beignets,,0.9725952744483948,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,53,beignets,beignets,0.9,0.9779100815455118,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,54,beignets,beignets,0.9,0.9862356185913086,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,55,beignets,beignets,0.9,0.9815184275309244,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,56,beignets,pizza,0.9,0.872344434261322,0,contains,1,Answer: pizza | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,57,beignets,beignets,0.9,0.9317145347595216,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,58,beignets,beignets,0.9,0.979318141937256,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,59,beignets,beignets,0.9,0.9479583104451498,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,60,beignets,sandwich,,0.2740128338336944,0,nomatch,1,Answer: sandwich
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,61,beignets,beignets,0.9,0.9909423391024272,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,62,beignets,beignets,,0.9628592332204184,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,63,beignets,beignets,0.9,0.976066529750824,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,64,beignets,beignets,0.9,0.983886162439982,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,65,beignets,beignets,0.9,0.9761284987131754,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,66,beignets,,,0.8555973842740059,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,67,beignets,beignets,0.9,0.9500962495803832,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,68,beignets,beignets,0.9,0.9760916034380596,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,69,beignets,,,0.8514801859855652,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,70,beignets,beignets,0.9,0.972675363222758,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,71,beignets,beignets,0.9,0.985416809717814,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,72,beignets,beignets,,0.9562138319015504,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,73,beignets,beignets,0.9,0.9793254931767782,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,74,beignets,beignets,0.9,0.9802741408348083,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,75,beignets,beignets,0.9,0.990631341934204,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,76,beignets,beignets,0.9,0.9788669347763062,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,77,beignets,beignets,0.9,0.9793148239453634,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,78,beignets,beignets,0.9,0.9881130258242288,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,79,beignets,beignets,0.9,0.978712558746338,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,80,beignets,,,0.8689468801021576,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,81,beignets,beignets,0.9,0.9490256110827128,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,82,beignets,beignets,,0.9521082441012064,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,83,beignets,beignets,0.9,0.875855008761088,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,84,beignets,beignets,0.9,0.8697600166002909,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,85,beignets,beignets,0.9,0.952581743399302,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,86,beignets,beignets,0.9,0.9545398553212484,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,87,beignets,beignets,0.9,0.9590354363123575,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,88,beignets,bread pudding,0.9,0.8095669746398926,0,contains,2,Answer: bread pudding | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,89,beignets,bread pudding,0.9,0.8296959400177002,0,contains,2,Answer: bread pudding | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,90,beignets,beignets,0.9,0.9826697707176208,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,91,beignets,beignets,0.9,0.9843404094378152,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,92,beignets,beignets,0.9,0.9889611999193828,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,93,beignets,beignets,0.9,0.9577195843060812,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,94,beignets,beignets,0.9,0.9732208251953124,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,95,beignets,,,0.8566505387425423,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,96,beignets,beignets,0.9,0.976713498433431,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,97,beignets,steak,0.9,0.3578755855560303,0,nomatch,1,Answer: steak | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,98,beignets,beignets,0.9,0.9542951782544454,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,2,99,beignets,beignets,0.9,0.9827436407407124,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,3,0,beignets,beignets,0.9,0.9840193390846252,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,3,1,beignets,foie gras,0.9,0.7981488505999247,0,contains,3,Answer: foie gras | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,3,2,beignets,beignets,0.9,0.9695143500963846,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,3,3,beignets,oysters,0.9,0.636655643582344,0,contains,2,Answer: oysters | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,jpeg,3,4,beignets,beignets,0.9,0.988586405913035,1,exact,3,Answer: beignets | Confidence: 90
