arm,model,precision,template,degradation,severity,item,gold,answer,verbalized,internal,correct,match_method,n_answer_tokens,raw
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,clean,0,0,beignets,beignets,0.85,0.9923275709152222,1,exact,3,Answer: beignets | Confidence: 85
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,glare,3,92,beignets,lobster roll sandwich,0.9,0.988441546758016,0,contains,3,Answer: lobster roll sandwich | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,glare,3,93,beignets,beignets,0.85,0.9844128489494324,1,exact,3,Answer: beignets | Confidence: 85
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,glare,3,94,beignets,beignets,0.9,0.9919823010762532,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,glare,3,95,beignets,beignets,0.9,0.9912857015927632,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,glare,3,96,beignets,beignets,0.9,0.9919276436169944,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,glare,3,97,beignets,cake,0.9,0.4908795952796936,0,nomatch,1,Answer: cake | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,glare,3,98,beignets,beignets,0.9,0.98630024989446,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,glare,3,99,beignets,ramen,0.9,0.6522225439548492,0,contains,2,Answer: ramen | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,0,beignets,beignets,0.9,0.991229792435964,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,1,beignets,beignets,0.9,0.918311615784963,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,2,beignets,beignets,0.9,0.9907102187474568,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,3,beignets,beignets,0.9,0.9916774233182272,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,4,beignets,beignets,0.9,0.9958800077438354,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,5,beignets,beignets,0.9,0.9930407603581748,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,6,beignets,beignets,0.9,0.9852118293444316,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,7,beignets,beignets,0.9,0.991907000541687,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,8,beignets,fried calamari,0.85,0.9220024545987447,0,contains,3,Answer: fried calamari | Confidence: 85
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,9,beignets,beignets,0.9,0.9886598785718282,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,10,beignets,beignets,0.9,0.9938008983929952,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,11,beignets,beignets,0.9,0.9909729162851968,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,12,beignets,beignets,0.9,0.979487160841624,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,13,beignets,beignets,0.9,0.9937862157821656,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,14,beignets,beignets,0.9,0.991956671079,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,15,beignets,beignets,0.9,0.9934359192848206,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,16,beignets,beignets,0.9,0.990545928478241,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,17,beignets,beignets,0.9,0.9924357136090596,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,18,beignets,beignets,0.9,0.9939724802970886,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,19,beignets,beignets,0.85,0.9513132572174072,1,exact,3,Answer: beignets | Confidence: 85
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,20,beignets,beignets,0.9,0.9946903586387634,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,21,beignets,beignets,0.9,0.929245392481486,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,22,beignets,beignets,0.9,0.9893659750620524,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,23,beignets,beignets,0.9,0.987846871217092,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,24,beignets,beignets,0.9,0.9912270506223044,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,25,beignets,beignets,0.9,0.988787273565928,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,26,beignets,beignets,0.9,0.99208535750707,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,27,beignets,beignets,0.9,0.9925620555877686,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,28,beignets,beignets,0.9,0.9820713996887208,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,29,beignets,beignets,0.9,0.9918120503425598,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,30,beignets,beignets,0.85,0.9910968542099,1,exact,3,Answer: beignets | Confidence: 85
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,31,beignets,beignets,0.9,0.9855459133783976,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,32,beignets,beignets,0.9,0.9921170671780905,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,33,beignets,beignets,0.9,0.9960444172223408,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,34,beignets,beignets,0.9,0.9877865314483644,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,35,beignets,beignets,0.9,0.9795821905136108,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,36,beignets,beignets,0.9,0.9891934990882874,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,37,beignets,beignets,0.9,0.9931156635284424,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,38,beignets,beignets,0.9,0.9896645943323772,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,39,beignets,beignets,0.9,0.9949092467625936,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,40,beignets,beignets,0.9,0.9838551878929138,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,41,beignets,beignets,0.9,0.986234168211619,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,42,beignets,beignets,0.9,0.9906180302302042,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,43,beignets,beignets,0.9,0.9850924611091614,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,44,beignets,beignets,0.9,0.988215704758962,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,45,beignets,beignets,0.9,0.8573611776034037,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,46,beignets,beignets,0.9,0.9918027917544048,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,47,beignets,beignets,0.9,0.9505871335665383,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,48,beignets,beignets,0.9,0.9924450318018596,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,49,beignets,beignets,0.9,0.993061582247416,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,50,beignets,beignets,0.9,0.9963432947794596,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,51,beignets,beignets,0.9,0.9924840132395426,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,52,beignets,beignets,0.9,0.990960935751597,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,53,beignets,beignets,0.9,0.9898636341094972,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,54,beignets,beignets,0.9,0.9927485187848408,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,55,beignets,beignets,0.9,0.9935479958852133,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,56,beignets,beignets,0.9,0.914982259273529,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,57,beignets,beignets,0.9,0.9480645259221396,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,58,beignets,beignets,0.9,0.9881885449091592,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,59,beignets,beignets,0.9,0.9942177931467692,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,60,beignets,beignets,0.9,0.9871519804000854,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,61,beignets,beignets,0.9,0.9955050746599832,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,62,beignets,beignets,0.9,0.9710504412651062,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,63,beignets,beignets,0.9,0.9835562705993652,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,64,beignets,beignets,0.9,0.9934153159459432,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,65,beignets,beignets,0.9,0.9940500855445862,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,66,beignets,beignets,0.9,0.994506061077118,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,67,beignets,beignets,0.9,0.9945480426152548,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,68,beignets,beignets,0.9,0.9833835562070212,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,69,beignets,beignets,0.9,0.9916401306788126,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,70,beignets,beignets,0.9,0.981473426024119,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,71,beignets,beignets,0.9,0.9937510291735332,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,72,beignets,beignets,0.9,0.9765474597613016,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,73,beignets,beignets,0.9,0.9891135493914286,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,74,beignets,beignets,0.9,0.9856762687365214,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,75,beignets,beignets,0.9,0.9954847296079,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,76,beignets,beignets,0.9,0.9862796465555826,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,77,beignets,beignets,0.9,0.9937219619750975,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,78,beignets,beignets,0.9,0.9907820224761964,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,79,beignets,beignets,0.9,0.9916442235310872,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,80,beignets,beignets,0.9,0.9910393158594768,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,81,beignets,beignets,0.9,0.9584628343582152,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,82,beignets,beignets,0.9,0.9782998959223428,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,83,beignets,beignets,0.9,0.9873557090759276,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,84,beignets,beignets,0.9,0.9866649309794108,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,85,beignets,beignets,0.9,0.9625952243804932,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,86,beignets,beignets,0.9,0.9777708252271016,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,87,beignets,beignets,0.9,0.978979508082072,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,88,beignets,bread pudding,0.9,0.9358795583248138,0,contains,2,Answer: bread pudding | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,89,beignets,bread pudding,0.9,0.8157147765159607,0,contains,2,Answer: bread pudding | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,90,beignets,beignets,0.9,0.9914146860440572,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,91,beignets,beignets,0.9,0.9885867039362588,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,92,beignets,beignets,0.9,0.9955907066663108,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,93,beignets,beignets,0.9,0.9873204429944356,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,94,beignets,beignets,0.9,0.9887208541234336,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,95,beignets,beignets,0.9,0.9958123564720154,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,96,beignets,beignets,0.9,0.9927868843078612,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,97,beignets,beignets,0.85,0.7243810395399729,1,exact,3,Answer: beignets | Confidence: 85
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,98,beignets,beignets,0.9,0.9879601995150248,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,1,99,beignets,beignets,0.9,0.9931339025497437,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,0,beignets,beignets,0.9,0.993330458799998,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,1,beignets,beignets,0.9,0.8487680951754252,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,2,beignets,beignets,0.9,0.992408017317454,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,3,beignets,beignets,0.9,0.966573139031728,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,4,beignets,beignets,0.9,0.9941652019818624,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,5,beignets,beignets,0.9,0.9897677501042684,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,6,beignets,beignets,0.9,0.9839738607406616,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,7,beignets,beignets,0.9,0.9904829661051432,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,8,beignets,fried calamari,0.9,0.9713394045829772,0,contains,3,Answer: fried calamari | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,9,beignets,beignets,0.9,0.9906527400016784,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,10,beignets,beignets,0.9,0.992325206597646,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,11,beignets,beignets,0.9,0.9890320499738058,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,12,beignets,beignets,0.9,0.9164204001426696,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,13,beignets,beignets,0.9,0.989801287651062,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,14,beignets,beignets,0.9,0.9938607017199198,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,15,beignets,beignets,0.9,0.9938760995864868,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,16,beignets,beignets,0.9,0.993319849173228,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,17,beignets,beignets,0.9,0.9910899996757508,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,18,beignets,beignets,0.9,0.991993268330892,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,19,beignets,beignets,0.85,0.9674775997797648,1,exact,3,Answer: beignets | Confidence: 85
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,20,beignets,beignets,0.9,0.9931754271189372,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,21,beignets,beignets,0.9,0.977096676826477,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,22,beignets,beignets,0.9,0.992456297079722,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,23,beignets,beignets,0.9,0.9875671863555908,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,24,beignets,beignets,0.9,0.991640051205953,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,25,beignets,beignets,0.9,0.986339787642161,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,26,beignets,beignets,0.9,0.9844882090886434,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,27,beignets,beignets,0.9,0.9928269386291504,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,28,beignets,beignets,0.9,0.9847712715466818,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,29,beignets,beignets,0.9,0.99101851383845,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,30,beignets,beignets,0.9,0.9943645397822062,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,31,beignets,beignets,0.9,0.9894476334253948,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,32,beignets,beignets,0.9,0.9906169176101683,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,33,beignets,beignets,0.9,0.9941942493120828,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,34,beignets,beignets,0.9,0.99049844344457,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,35,beignets,beignets,0.9,0.9752425154050192,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,36,beignets,beignets,0.9,0.9889188408851624,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,37,beignets,beignets,0.9,0.9894312222798666,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,38,beignets,beignets,0.9,0.9866309563318888,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,39,beignets,beignets,0.9,0.9950682719548544,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,40,beignets,beignets,0.9,0.9763575196266174,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,41,beignets,beignets,0.9,0.9886027971903484,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,42,beignets,beignets,0.9,0.9840966860453289,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,43,beignets,beignets,0.9,0.9883573452631632,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,44,beignets,beignets,0.9,0.9913241465886434,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,45,beignets,beignets,0.9,0.8389488259951273,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,46,beignets,beignets,0.9,0.986994206905365,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,47,beignets,beignets,0.9,0.9204845229784648,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,48,beignets,beignets,0.9,0.9938342968622844,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,49,beignets,beignets,0.9,0.9931022922197976,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,50,beignets,lobster roll sandwich,0.9,0.7874586780865988,0,contains,3,Answer: lobster roll sandwich | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,51,beignets,beignets,0.9,0.9918705423672994,1,exact,3,Answer: beignets | Confidence: 90
A,Qwen/Qwen2-VL-2B-Instruct,fp16,fewshot,jpeg,2,52,beignets,beignets,0.9,0.9903964598973592,1,exact,3,Answer: beignets | Confidence: 90
