arm,model,precision,template,degradation,severity,item,gold,answer,verbalized,internal,correct,match_method,n_answer_tokens,raw
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,0,beignets,beignets,0.95,0.9987738728523254,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,1,94,beignets,beignets,0.95,0.9990836381912231,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,1,95,beignets,beignets,0.95,0.9986653725306192,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,1,96,beignets,beignets,0.95,0.9975621501604716,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,1,97,beignets,beignets,0.9,0.9505807360013326,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,1,98,beignets,beignets,0.9,0.9990031719207764,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,1,99,beignets,beignets,0.95,0.9992961486180624,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,0,beignets,beignets,0.95,0.9986122250556946,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,1,beignets,beignets,0.9,0.9846107363700868,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,2,beignets,beignets,0.95,0.9992047746976216,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,3,beignets,beignets,0.95,0.9986578226089478,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,4,beignets,beignets,0.95,0.9995299379030864,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,5,beignets,beignets,0.95,0.9992717107137044,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,6,beignets,beignets,0.95,0.9992567896842957,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,7,beignets,beignets,0.95,0.9991309444109598,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,8,beignets,dumplings,0.9,0.769305944442749,0,contains,2,Answer: dumplings | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,9,beignets,beignets,0.95,0.9982793728510538,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,10,beignets,beignets,0.9,0.9865697026252748,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,11,beignets,beignets,0.9,0.998990754286448,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,12,beignets,beignets,0.95,0.9975553949673972,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,13,beignets,beignets,0.95,0.9993965824445088,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,14,beignets,beignets,0.95,0.9994642933209738,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,15,beignets,beignets,0.9,0.9985280632972716,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,16,beignets,beignets,0.95,0.9982798298199972,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,17,beignets,beignets,0.95,0.997822086016337,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,18,beignets,beignets,0.95,0.9984683593114216,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,19,beignets,beignets,0.9,0.7448550661404928,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,20,beignets,beignets,0.9,0.989132046699524,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,21,beignets,beignets,0.9,0.9884337385495504,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,22,beignets,beignets,0.9,0.9937644402186075,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,23,beignets,beignets,0.9,0.9981337189674376,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,24,beignets,beignets,0.95,0.997720201810201,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,25,beignets,beignets,0.95,0.9990020394325256,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,26,beignets,beignets,0.95,0.9908692042032876,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,27,beignets,beignets,0.95,0.9988354047139486,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,28,beignets,beignets,0.95,0.9988808433214824,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,29,beignets,beignets,0.95,0.99953426917394,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,30,beignets,beignets,0.95,0.9993104338645936,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,31,beignets,creme brulee,0.9,0.9360711216926576,0,contains,5,Answer: creme brulee | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,32,beignets,beignets,0.95,0.995206356048584,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,33,beignets,beignets,0.95,0.996780514717102,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,34,beignets,beignets,0.95,0.998097856839498,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,35,beignets,beignets,0.9,0.9958186546961466,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,36,beignets,beignets,0.95,0.9985555211702982,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,37,beignets,beignets,0.95,0.9952079653739928,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,38,beignets,beignets,0.95,0.9987674752871196,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,39,beignets,beignets,0.95,0.9980441530545552,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,40,beignets,beignets,0.95,0.9982421199480692,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,41,beignets,beignets,0.95,0.9994476238886516,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,42,beignets,beignets,0.95,0.9939094384511312,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,43,beignets,beignets,0.95,0.9985247453053792,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,44,beignets,beignets,0.95,0.999251921971639,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,45,beignets,beignets,0.95,0.8833381136258444,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,46,beignets,beignets,0.9,0.9981552163759868,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,47,beignets,beignets,0.95,0.9937193592389424,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,48,beignets,beignets,0.95,0.99905530611674,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,49,beignets,beignets,0.95,0.9994147419929504,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,50,beignets,beignets,0.9,0.9900234738985696,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,51,beignets,beignets,0.95,0.9969045321146648,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,52,beignets,beignets,0.95,0.9992614189783732,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,53,beignets,beignets,0.95,0.9982966979344686,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,54,beignets,beignets,0.95,0.9989887674649556,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,55,beignets,beignets,0.95,0.999207595984141,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,56,beignets,beignets,0.9,0.97950412829717,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,57,beignets,beignets,0.95,0.985210100809733,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,58,beignets,beignets,0.95,0.997874915599823,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,59,beignets,beignets,0.9,0.996369500954946,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,60,beignets,bread,0.9,0.2643251121044159,0,nomatch,1,Answer: bread | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,61,beignets,beignets,0.95,0.99911097685496,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,62,beignets,beignets,0.95,0.9949591358502706,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,63,beignets,beignets,0.9,0.994949221611023,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,64,beignets,beignets,0.95,0.998612384001414,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,65,beignets,beignets,0.95,0.9993070761362712,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,66,beignets,beignets,0.95,0.997248351573944,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,67,beignets,beignets,0.9,0.9961807131767272,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,68,beignets,beignets,0.95,0.9987359841664633,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,69,beignets,beignets,0.95,0.9978728095690408,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,70,beignets,beignets,0.95,0.9978110194206238,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,71,beignets,beignets,0.95,0.9980525970458984,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,72,beignets,beignets,0.95,0.9979933897654216,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,73,beignets,beignets,0.95,0.9992064634958904,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,74,beignets,beignets,0.95,0.9940738677978516,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,75,beignets,beignets,0.95,0.99855375289917,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,76,beignets,beignets,0.95,0.9984210530916848,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,77,beignets,beignets,0.95,0.9986773530642192,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,78,beignets,beignets,0.95,0.9987758795420328,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,79,beignets,beignets,0.95,0.9994196891784668,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,80,beignets,beignets,0.95,0.9979133605957032,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,81,beignets,beignets,0.95,0.9926095008850098,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,82,beignets,beignets,0.95,0.9992869893709818,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,83,beignets,beignets,0.9,0.9615591963132224,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,84,beignets,beignets,0.9,0.9765845139821372,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,85,beignets,beignets,0.95,0.9984473983446756,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,86,beignets,beignets,0.9,0.99871430794398,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,87,beignets,beignets,0.95,0.9980246623357136,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,88,beignets,bread pudding,0.9,0.7081205695867538,0,contains,2,Answer: bread pudding | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,89,beignets,bread pudding,0.9,0.8496673107147217,0,contains,2,Answer: bread pudding | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,90,beignets,beignets,0.95,0.9984876116116842,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,91,beignets,beignets,0.95,0.998920758565267,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,92,beignets,beignets,0.9,0.997445285320282,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,93,beignets,beignets,0.9,0.9986289739608764,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,94,beignets,beignets,0.95,0.9991910656293234,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,95,beignets,beignets,0.95,0.9990768829981486,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,96,beignets,beignets,0.95,0.9979539314905802,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,97,beignets,beignets,0.9,0.936448891957601,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,98,beignets,beignets,0.9,0.9990119735399882,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,2,99,beignets,beignets,0.95,0.9993866880734762,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,0,beignets,beignets,0.9,0.9924084146817526,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,1,beignets,bread,0.9,0.6829321980476379,0,nomatch,1,Answer: bread | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,2,beignets,beignets,0.95,0.9988336364428202,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,3,beignets,beignets,0.9,0.9317277669906616,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,4,beignets,beignets,0.95,0.9994253714879354,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,5,beignets,beignets,0.95,0.9988411863644918,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,6,beignets,beignets,0.95,0.999242921670278,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,7,beignets,beignets,0.95,0.9989937345186868,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,8,beignets,fried calamari,0.9,0.7827359239260355,0,contains,3,Answer: fried calamari | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,9,beignets,beignets,0.95,0.9979482293128968,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,10,beignets,beignets,0.9,0.9823964238166808,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,11,beignets,beignets,0.95,0.9988335967063904,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,12,beignets,beignets,0.9,0.969190239906311,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,13,beignets,beignets,0.95,0.9993730584780376,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,14,beignets,beignets,0.95,0.9995749990145364,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,15,beignets,beignets,0.9,0.9847546815872192,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,16,beignets,beignets,0.9,0.8067028323809305,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,17,beignets,beignets,0.95,0.9973299900690714,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,18,beignets,beignets,0.95,0.996092677116394,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,19,beignets,prime rib,0.9,0.7858882248401642,0,contains,2,Answer: prime rib | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,20,beignets,beignets,0.9,0.8394266168276469,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,21,beignets,beignets,0.9,0.8740113774935404,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,22,beignets,pizza,0.9,0.4216241538524627,0,nomatch,1,Answer: pizza | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,23,beignets,beignets,0.9,0.9597786863644918,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,24,beignets,cannoli,0.9,0.6908533126115799,0,contains,2,Answer: cannoli | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,25,beignets,beignets,0.95,0.998876949151357,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,26,beignets,beignets,0.9,0.9433176716168722,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,27,beignets,beignets,0.9,0.995104710261027,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,28,beignets,beignets,0.95,0.9982376495997112,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,29,beignets,beignets,0.95,0.9989637136459352,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,30,beignets,beignets,0.9,0.9199116230010986,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,31,beignets,creme brulee,0.9,0.9794697046279908,0,contains,5,Answer: creme brulee | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,32,beignets,beignets,0.9,0.9925326108932496,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,33,beignets,beignets,0.95,0.9972826441129048,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,34,beignets,beignets,0.9,0.9913231134414672,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,35,beignets,beignets,0.9,0.8350982864697775,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,36,beignets,fried calamari,0.9,0.8503499825795492,0,contains,3,Answer: fried calamari | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,37,beignets,beignets,0.9,0.994430402914683,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,38,beignets,beignets,0.95,0.9971714814503988,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,39,beignets,beignets,0.9,0.9975393414497375,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,40,beignets,beignets,0.9,0.8846193552017212,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,41,beignets,beignets,0.95,0.9992149670918784,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,42,beignets,beignets,0.95,0.9673457344373068,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,43,beignets,beignets,0.95,0.9981620113054912,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,44,beignets,beignets,0.95,0.9976690808931986,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,45,beignets,french toast,0.95,0.7156297564506531,0,contains,2,Answer: french toast | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,46,beignets,beignets,0.9,0.9972179532051086,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,47,beignets,scallops,0.9,0.7075657397508621,0,contains,2,Answer: scallops | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,48,beignets,beignets,0.95,0.9988941748936973,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,49,beignets,beignets,0.95,0.9992711146672568,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,50,beignets,beignets,0.9,0.8272835711638132,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,51,beignets,beignets,0.9,0.9293770790100098,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,52,beignets,beignets,0.95,0.998293399810791,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,53,beignets,beignets,0.95,0.998269518216451,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,jpeg,3,54,beignets,beignets,0.95,0.9973031083742776,1,exact,3,Answer: beignets | Confidence: 95
